sentence,label
"controversy aside , the 2 games shown on tv for super sunday were great spectacles . #bestleagueintheworld",2
kya hal chal,1
Are bc,1
@someUSER i fly that saturday the 15th from detroit to amsterdam then up to newcastle,1
ye kya baaat hoti h ?,0
partyg banti hai,2
aam admi party jindawad,2
@gurmeetramrahim #blockbustermsg apko bhi bhot bhot mubaarak mhashivratri ki papa ji....thanx papa ji http://t.co/xxkfmh789a,1
Han ya nhi bol de,1
kejariwal ki doobti naiya paar lagane a gaye .,1
what #kejriwal did to #modi is what pm did to #rahulgandhi in general elections 2014: @sardesairajdeep | #aapsweep | http://t.co/ndnfizplfd,2
salman mughe aapki ek bat sabse acchi lgi,2
Bande matramjai hindbharat mata ki jaind indai is greati love my india;->,2
particular baal bhi nahi hila payegi,1
Bhai aao na,1
"observers from un , eu , cw , send to coni , according to this observers what the maldivian have seen live and on tvs on 7 feb are day dream ,",1
acha . .,1
ss but they have really good music and it's a very sad thing that mitch lucker died may he rest in peace #ripmitchlucker,0
abe first comment to mera tha . . . guddu bhai tum hi har baar bata diya karo kiska first tha :(,2
bajrang bali ka sumiran kar raha hoo,2
he was a good human but not a good indian . . .,1
Hii bajrangi bhai jaan,1
aaj ladkia comment nahi karegi . . guddu ki gully khadi hai kaise aayega,2
Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.,0
"my sister just sat up and asked where katie was going to sleep . she is a little too old for an imaginary friend , don't ya think ?",1
@gurmeetramrahim #blockbustermsg 3 bar movie dekh li but abi bhi lgta h dubara dekhu,1
aapke gags a1 hai faisal bhai . din acha jata hai padhkar .,2
""" success saturday "" - having a great time at the 4th annual girlfriend group celebration ! @someUSER wood @someUSER cofield @someUSER maddox",2
d . u m tm . logo ki population bdti ja rhi hhhhhh ;),1
abe s power . .,1
"romney's great line about "" trickle down government "" was coined by gov . mitch daniels as early as january . mitt uses good sources .",2
abhi kale dhan ka mudda kaha gaya uska,1
patiyala suit,1
Mai bhi shayad Sridhar/eng ke saath nhi karun,1
"aaj national ""kal match dekha kya?"" day hai. #indvspak",1
@someUSER aged under 26 and keen to become a foreign correspondent ? apply for the marie colvin scholarship http/URL,1
Movies laptop par,0
film to jab bhi nhi chalegi,0
Hi bro,0
hahaha . . . . sahi m guddu . . . . kuch log bht he naaspeetey hote h india k liye,0
"@someUSER 9/9 account using your blackberry device , u may want to follow @someUSER for updates and additional support from rim .",2
dr . mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution . congratulations to #egypt,2
"arre respected anna ji ek ki side ho jao kabhi aap ki burayi to kabhi bjp ki , confuse kyo kar rahe ho mausum janta ko",0
acha acha. . . smja,2
Haan bhai ??,1
hahaha,1
accha hua jo guddu k mummy ko samajh nahi aaya k papa ne kya bola hai . . . warna papa ko khana naseeb nahi hota . . . :),0
me personally don't see grammy playing afl again still 28 but i think he'll turn to something else now . best of luck with what may be next .,2
rt rt sickularon ye jo tumhari bechaini hai na hamare dil ko bahut sukun de raha hai #beefban,2
Me ab bho akela hu mijhe abhi tak koi girl friend nahi mili pata h kiyo my femli.is not rich is liye kiyo ki mere ps jada pese nahi h larkiyo pe kharcha karne ke liye is liye aj tak gf nahi mili,1
"supw--socially useful productive work , jyadatar bachche hut hi bnate the . . . .",1
Hmm,1
ooooo sit i have done the same thing with my one & only frnd ankit :d suprb yar yaaden taza krde bhai tune thanku so much,2
#indvsuae #cwc15 #wontgiveitback catch dropped by raina chillax its fine,2
milk chocolate day is tomorrow . are you ready to celebrate ! ?,1
all the best dear . . . . but seriously it doesnt matter in a way :),2
apni mummy ko bhi item bolta hai kya sale .... jerk ...,0
1 chai bejne wala 10 lakh ka suit pahnne lga,1
yaar humare school mein monitor ya ache bache ko chalk lane send karte the jo 2 mins mein aa jate the . . .,1
mario toh mera fav tha . . but ab usey ps2 ne replace kar dia . . uff vo kya din the . . ab sirf burnout revenge khelti hu . .,2
Okkkk,1
"jitna discussion delhi elections pe ho raha hai , utna to maharashtra elections pe bhi nahi hua tha !! #delhidecides #aapsweep #aapstorm",1
"Bhar do jholi meri ya Muhammad mujhe Salman bhai se milado,",2
OK ok,1
If you are this active on fb chances are you won't be getting to IIT in the first place . Keep dreaming .,0
bhai uth khada ho dekh fir tu kya karta hai kar itna khud ko itna buland k zamana tere kadmon mein gira padta hai,2
Oops,1
Aaj ek se bdkr ek ghatnayen huyi hain pta nhhh kya huwa h...,1
bhai jaan plzz come,1
bhai iske andar contra ke bahut types hote the . . . by default s wala . . . 30 life wala . . . 99999999 rocks,2
guddu bhai ko standing problem hogayee . . . . chalo pamela ke bahane kuch raunak toh aayee guddu ke kacche me . . . . . :d :d :d,2
aur galti tumhari nahi hai pyar koi karta nahi ho jata hai tumhe hua hi nahi mai isliye milne ke liye gidgidate rahti hun tumhe koi phark nahi padta,1
Bhai kaha ho aap,1
aap ne apni oukad dikhani suru kardi hai delhi valo bhaiyo soch samaj ke vote kariye,0
rt @chandu532: #uhf rt railminindia: putting the final touches to #railbudget2015 : mr sureshpprabhu.! http://t.co/4myyknr5sq,1
Kya bhai hum jab Bussy ho tab hi aap online honge..... plz hamara bhi socho..... night me sab free hote he.,1
#neelichatriwale ab to kejri ki rangbaazi hai dilli mei...#aapsweep #aapstorm,2
olny aap ko vote dena he bhaiyo,2
ye baayan hath sabke paas ni hota . . . . hame to khud hi karna parta tha :d,0
Aur kuch kiya,1
Lambe samay ke baad desh ko ek samarth n samarthyavan neta mila hai jo videsho me bhi lokpriya hai.,2
rt @gareebguy: visa on arrival for 150 countries. matlab ab jyada bheek milegi. #unionbudget2015 #superbudget #sabkabudget,0
that look teachers give you when u go to staffroom asking for a subject teacher to correct ur marks in class test . . .,0
kya ? ?,1
"gud saying yaar , jeeyo yaar , tumhari jaisi ldkiyon ki jarurt h in dogs ka dimag thikane lgane ke liye",1
l ki power leke . . . . hahahhahaha best one,2
Call kiya tha be,0
summer holidays ke last few days ka haal :d',1
"ye tv pe priyanka chopra hai ya urmila matondkar ? kaun si movie aa rahi hai ? thodi thodi , dono lag rahi hai . confused .",1
"@gurmeetramrahim #blockbustermsg pitaji,,,ap kaise h",1
"never start working on your dreams and goals tomorrow . . . . . . tomorrow never comes . . . . if it means anything to u , act now ! #getafterit",2
agr aana nhi tha to bolna jroori tha :(,0
Ghr chor doge tho ghr wale ksh ho jaenge kya / ... N scnd thing yaha likh rahe ho r they evn going to read it ... ?!! N nautanki bnd kar ab wrna joote mil gae h mere / ....,0
"hamesha shaq sa hota hai . . . ye iss tarah ki batein ye scooter wagerah sirf ek 90's ka kvian hi kar sakta hai , guddu kvian hai kya ? ? ?",1
guddu khada nhi ho sakta q ki guddu ka khada ho gya h :-(,1
@gurmeetramrahim #msgincinemas aise hi khushiyo ki barsat krte rhna pitaji....,1
baba ramdev bhi chand dino k baad apky against aa rahy hai . . . . akhir kayon ?,0
u r simply superb #garbagebin,2
yaar ab gya to jane de relationship forcefully nhi feelings se chlta h ..,2
Are koi Ni kha kena,0
"bel ami you are one strange movie , but i like you and i must keep watching . . . . i may have to read the book .",2
7- jo saman videsh se aata tha voh ab make in india ke madhyam se yahi banega,2
pdai kaisi chl rhi h,2
Eid ka zaakat fitra lene kab aa rha hai,1
#rahulonleave sad to see degeneration of @thenewshour @timesnow to a spicy saucy entertainment channel - land bill was much more important,0
dear friends aaj delhi me modi ki raily thi fir bhi bah halicoptar me aaya kayu car me nahi aa sakta,1
Wo man gaya ?,1
"Bt for me , studying tax is a big deal right now (",1
i think i may be the only person around not excited that beyonce is the half time performer for the superbowl .,0
rt @bjpindiabjp: railway minister sureshpprabhu to present his maiden #railbudget2015 today railminindia #bjp,1
wo white dress . . . white shoes . . . aur subah subah patriotic songs . . . just loved that . .,2
or lucky bhai gy,1
In logo pr itna tym kha jo hmse bt kre,1
bhaiyya pls baat kijiyega dil mat todiyega,1
#tamilnadu bear with me for the power crisis: jayalalithaa: chief minister jayalalithaa on wednesday asked the . . . http/URL,1
Thik h bhayya,2
Bhaijaan aapka driving licence bam gaya ya nahi?????,1
look who (bhagoda) is talking ?,0
Mummy ke saath na baith saka,1
aap n aap(ak) sabse bade beep ho . . this will be ur last election . mark my words . . after feb 10 u ll not be seen anywhere in india apart frm getting slapped n inked on roads . .,0
Hindi me conf . Dkhte hi mai smj gya tha k aap hindu se hi honge #pravachanbaba spotted,1
Yasmeen Khan. Dimag THIKANE lga kr comnt kr,0
modi ji namaskar . i am from upgzb . bhumi adigrahan bill ko clear kro .,1
#blockbustermsg.ga re mere man dhan dhan dhan,1
its not guddu's fault . . . . . prestige ka hi toh sentence bnaya usne . . . . .,2
"sala bjp itna dm lagaye hua dilli me , itna to inhone loksabha me bhi ni lagaya tha",0
jaroor wo role madam k bete ko mila hoga,2
Salman plz reply,1
"Graph of Study effected by a Girl Factor . p p . via CUT , COPY = Your Status",1
main to park mein see saw pe bhi 5 min wasool karta tha . . .,1
"when the agenda shifts from development to moronics of sakshi maharaj, this is what happens. well done aap #kiskidilli #delhidecides",2
Helmet head cam line ki soch raha hun pehke,1
nahi chalegi,1
"you are forgetting something , this government have full samarthan",2
"come on jp, get him out on 99. #indvssa #iccworldcup2015",1
Ihet salman tum is bar floap ho ha ha hamare city me nahi chalegi,0
Aajao aap vai,1
Yr salu bhai jaldi idhr pk m loadshafing hojaegi :D,1
miranda chhodkar kuch or discussion bhi karlo kyu paka rahe ho subah se campus me or bhi college hai uff . . .,1
Jawab kyun nahi aaya,0
"#rahulonleave "" tujhe sab hai pata meri maa"" :ki ab aur insult bardasht nahi hoti mujhse maa:( isliye chutti pe jaata hun main maa;(",2
"Modi is the best , Rahul is maha Chore h .",2
i love u salman bhai.....bajrangi bhaijaan....,2
"my brother used to do these thngs for me , , he he he ! !",1
jabardust post hai buddy .,2
"Girl-1 Updates in FB \ "" I Really Loved iOS7\ "" Girl-2 Comments \ "" Ya that's Woderfull\ "" In FB Chat Girl-2 Yaar , Whats this IOS7 ?? Girl-1 Wait For Minute , Let me Google it First and Let you Know .",1
guddu . . . . udbilao aaya h kya ? ? bhaga do usko . . .,1
kaun kehta hai aam aadmi election ni lad sakta dilli me saabit ho gaya lad bhi sakta hai jeet bhi sakta hai #aapsweep,2
"wait if the power is out tomorrow then i'm going to miss a new how i met your mother , nooooooooo",0
Hahaha,1
guddu india ka lucky charm hai :d,2
#beefban i hope #india also bans #beefexports if they really love the cow.,1
Aba es photographer sa achi photo to ma khich la ta hu sala q tera 2 maru ga chitiya sa la tera baap ko ati hai photography ...,0
Han Saale chamak rha h,0
"Bhai waiting eagerly for you...Plsss jaldi aao na, 3.30pm se 4pm aur avi 5pm ho gaya hai.Phn haanth mei lekar, aapkia page mei aapka wait kar rhe hai.",2
machine gun kelly concert on the 30th ! ! me &amp; @someUSER bout 2 shut this bitch down !,0
plzz slman ap jrur reply krna hm apka w8 krre h,1
#shamitabh audio launch in vijay television tomorrow 3.00pm,1
ko canteen se$hi saman Lena h,1
Film release bhi hogiApki taraf se party bhi hogiOr aapki zholi bhi bhar jayegiTension nahi lene ka bhai Hum sab aap k sath haiWish you all the best,2
rt @anamika843: #msg3successfulweeks is trending at no.5 ...!! full on craze on twitter too..,1
samajh mei nai aa raha ki guddu k papa aajkal guddu ke side kyu le rhe hai,1
finally gonna watch shamitabh.,1
"But bhaijaan Ji , aapki movie Ki shooting ka kya ?? Prm rtn dn pyo!",1
""" @someUSER frankie: i think i'm gonna have a date with my bed tomorrow me: same . "" that's my boy",2
Failure,0
bhai mein aur hamara kolkata ke sabhe log appka film zarur dekhaga,2
"rt @oyearchie_: dear pakistan, aise haraaya jaata hai. #indvssa #cwc15",0
5 saal kejriwal. congrats aap and specially delhites for the landslide victory. :-) 67-3 #aapsweep,2
"kuch dhang ka hi likh dete , gaaliya likhne se kya hoga . . .",1
tu apna kaam kr,0
abhi 4wje nahi aap ke?????????????,0
Sallu aj m bt kiay bgair nh jany wala,1
Balki acha hi rahega karna,1
dhoni sir ye to world cup wining 6 hai . . . . congrats,2
abe koi toh batao akhir chal kya rha yahan,1
india itni aasaani se match nahi jeetegi.. ladegi aakhiri dum tak #indvsuae,1
yr tere toh maze h jo aisi ladki h pados me ;) :p,2
ab aaya ut pahad k niche . . . . kejriwal is best . samze annaji .,0
"rob lowe who portrayed drew peterson , now takes on casey anthony prosecutor: on monday it was revealed that rob . . . http/URL",1
Main manager ke cabin me tha,1
Rj,0
media tum khabar ko aise pes karte hoki public chutiya ban jaye,0
school days . . . hahahaha . . . epic . . .,2
Keh ke leli sbne tumhari .... P feel pity 4 u . D,0
Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you,2
"centre suffering from 'policy paralysis' , alleges jayalalithaa: jayalalithaa on tuesday charged the upa governme . . . http/URL",1
abp news khujliwal ko full support de rahi or zee news bjp ko full support de rahi . kasam se yaaro bas ab ek satambh or desh ka gir gya media bik chuka hai . ab es desh ko koi ni bcha sakta,0
behti ganga me haath dholo sab ;) #delhidecides,1
contra ! :) mario !,2
mujha bhi karni ha baat par kaisa karu ????????,1
Maa to ghar hain,1
thanks garbage bin . . . kuch yaad dila diya tumne .,2
"@someUSER out with the old , in with the new , shown good discipline in the 1st 4 rounds tonight frankie , kept a cool head ! #andthenew",2
Kitne roze hue salman bhai,1
you going to rugby practice on sunday #somethingisayalot,1
"##$$## black friday deals nikon d3200 24 . 2 megapixels digital slr camera with 18-55mm nikkor vr lens , black &amp; nikon . . . http/URL",1
bhajrangi bhaijan official page me jao baat karne k liye,1
gandhi hatao...congress bachao....varna museum mein jao.... #aapsweep,0
abki baar . . . kejriwal . . .,1
Love u jend actor wo jo har lock mein sweet beautiful guineas hot sohran lagey osy khtey hain.,2
"agr india, uae se har man leti to kya pta khushi k mare 15-20 tel k kue wo bharat k naam kr dete #indvsuae",1
Aap Hindutva kabhi na bhuliyega,2
by god ye wala to super dhaansu gag banaya hai faisal bhai . . . . . . kasam se,2
jitna likh ke tune hume pakaya hai na kaash itna apne bande ke saamne gidgidaayi hoti to wo tujhe ab tak taajmahal ki photo gift kar chuka hota,1
talent is not working #indvsuae,1
kar chale hum fida jano tan sathiyo ab chicken ke hawale watan sathiyo. #beefban,1
"sanak gaya hai kya . . . , ? ?",0
"yeah bro . dont lose hope . believe that you can fall in love again and with a different person . once you find love again , you will forget this girl",2
sabse pehle mera comment . . . . yeeeeee,2
"@someUSER i know thats what im saying lol tucker straight outkicked cundiff in camp , i'm glad he's gone . didnt he miss one in the 4th qtr ?",2
Ye 8th wali mai huu .. vo na vo time zara dp hata di thi .... P thank you admin P P,1
"Hey , 12 years ago I was on campus , was a super senior even back then , so I knew a lot of campusites ... maybe we even met ! ~ Ed",1
"ghetto at the center of the world: chungking mansions , hong kong http/URL",1
Nahi nahi waise bta,1
"apja ek vi film miss nehi karta, kisaka film k lia theatre jau ya na jau.. 2-3 Bar min. Apka film thetre mein dekhne zarur jataa hun dosto ko leke.",2
Ab to thik ati h yar ghr p,1
modi ke 10lakh ke suit ko hamara 100 rupaye ka muflar nigal gaya .. #aapsweep #aapstorm,1
Salman khan Aapko Aap ka feyn .taranam q stail ma dakhna chahta hai .,1
