sentence,label,clean-sentence
Okk boss apka hukum ser ankho ma:),1,okk boss apka hukum ser ankho ma:)
Koi tension nhi h ,1,koi tension nhi h
okkk ,0,okkk
I blv u... Kp shining ma luv.. TZ luvs u.. :) :*,2,i blv u... kp shining ma luv.. tz luvs u.. :) :*
lol super awkward if its hella foggy at rim tomorrow and the games suppose to be on tv lol uhhhh .  .  where's the ball ?  lol,0,lol super awkward if its hella foggy at rim tomorrow and the games suppose to be on tv lol uhhhh . . where's the ball ? lol
Kiski shadi h bhaiyya? ,1,kiski shadi h bhaiyya?
Yaar baj gaye bhai....reply?,1,yaar baj gaye bhai....reply?
ptaa h mjhe ,1,ptaa h mjhe
"this doesn't happen always in all cases kyo  ,  teachers ko badnam kar rahe ho  ? ",0,"this doesn't happen always in all cases kyo , teachers ko badnam kar rahe ho ?"
#307   I once stole a campusite's laptop and sold it online . Bought a lot of goodies that month . I'm not sorry . ,0,#<NUM> i once stole a campusite's laptop and sold it online . bought a lot of goodies that month . i'm not sorry .
tumhari pic m roj dekhte h.. ,2,tumhari pic m roj dekhte h..
rt @usharani0855: be a part of humanity work and spread love among all is what makes #msg3successfulweeks,2,rt @usharani<NUM>: be a part of humanity work and spread love among all is what makes #msg<NUM>successfulweeks
@Rishita Rastogi . Fimly owl uses common phrases . This hinglish+en_suffix is delhi style .  ) ,1,@rishita rastogi . fimly owl uses common phrases . this hinglish+en_suffix is delhi style . )
"@someUSER @someUSER @someUSER keep yr eyes open for incursion .  it may not be spartacus ,  but it's going to be out of this world :-)",2,"@someuser @someuser @someuser keep yr eyes open for incursion . it may not be spartacus , but it's going to be out of this world :-)"
Kya yar hum Milne aaye or aap to mile hi nhi,1,kya yar hum milne aaye or aap to mile hi nhi
hota hai yaar jo dumb hote hai unke sath aksar hota hai  .  .  .  . ,0,hota hai yaar jo dumb hote hai unke sath aksar hota hai . . . .
tell her to be ur frnd first make ur frndship strong  !  !  best of luck  !  ! ,2,tell her to be ur frnd first make ur frndship strong ! ! best of luck ! !
10/3 is answer of the question on board .  baaki ka guddu aa kyu nahi raha wo to aap log bhi samjh gaye honge :p,2,<NUM>/<NUM> is answer of the question on board . baaki ka guddu aa kyu nahi raha wo to aap log bhi samjh gaye honge :p
every news channel seems to have taken supari against bjp government ..they are madly in hate with bjp #landacquisitionbill #landordinance,0,every news channel seems to have taken supari against bjp government ..they are madly in hate with bjp #landacquisitionbill #landordinance
kitna haramkhor bacha hain . ,0,kitna haramkhor bacha hain .
tabhi me mummy se bola mammy mera bhara hua he .  or kya woh akhri loan sanction huyi bachpan me . ,2,tabhi me mummy se bola mammy mera bhara hua he . or kya woh akhri loan sanction huyi bachpan me .
Isna Muslim ko chalang kiya ha iska movie koi. Mat dekhna agr tum sab Muslim hoga to nhi dekho ge,0,isna muslim ko chalang kiya ha iska movie koi. mat dekhna agr tum sab muslim hoga to nhi dekho ge
wonderful show .  .  jaroor dekhiye,2,wonderful show . . jaroor dekhiye
Bhai jaan k se hai ap ghar wale k se hai ya film bajrangi bhaijaan qameebi ho gayi mujhe ko i d me add krna ha apko Ramzan ap sub ko Mubarak ho. Saad Khan pakistan Karachi .,2,bhai jaan k se hai ap ghar wale k se hai ya film bajrangi bhaijaan qameebi ho gayi mujhe ko i d me add krna ha apko ramzan ap sub ko mubarak ho. saad khan pakistan karachi .
sabhi .  .  .  :p kaun chodega yaar ye match dekhna .  .  :d,2,sabhi . . . :p kaun chodega yaar ye match dekhna . . :d
u knw we always ryt ;P chahe sahi chahe galat  P tum kuch nhi kr sakte ladko  v ,1,u knw we always ryt ;p chahe sahi chahe galat p tum kuch nhi kr sakte ladko v
Han han ,2,han han
result me konsa bc univrsty tope mari ... jo itna wait kr rha h ,0,result me konsa bc univrsty tope mari ... jo itna wait kr rha h
Yar aise ni hota kuch ache ladke bhi mai apni bat ni karra mere dost h jo ladkiyo ko bhut achi tarah treat karte h please trust some of dem not all men are dogs+en_suffix ,2,yar aise ni hota kuch ache ladke bhi mai apni bat ni karra mere dost h jo ladkiyo ko bhut achi tarah treat karte h please trust some of dem not all men are dogs+en_suffix
Bahi mai karanataka se hun apko dekne k lia bahut bhar aa chuka hun mumbai pe lekin uss time ku aap nahi mile 11 sal se mumbai ara hun aj tak nahi deka plz reply bhai plz apse request hai,2,bahi mai karanataka se hun apko dekne k lia bahut bhar aa chuka hun mumbai pe lekin uss time ku aap nahi mile <NUM> sal se mumbai ara hun aj tak nahi deka plz reply bhai plz apse request hai
"Nice , Somesh Yadav   come up with some fancy quote and say that you can't measure anything . C'mon , you know what better looking and hot means . ",0,"nice , somesh yadav come up with some fancy quote and say that you can't measure anything . c'mon , you know what better looking and hot means ."
kaise sooch lete ho yaar .  .  . ,1,kaise sooch lete ho yaar . . .
rt @meenahisar: @gurmeetramrahim #msgrevolution #msgyouthicon its only by ur grace,1,rt @meenahisar: @gurmeetramrahim #msgrevolution #msgyouthicon its only by ur grace
u r anarchist .  hate u kejru .  and also against industralization . ,0,u r anarchist . hate u kejru . and also against industralization .
kaha gaye sir,1,kaha gaye sir
"#aapsweep #aapstorm #delhidecides @rashtrapatibhvn gifted ""constitution of india"" book to @arvindkejriwal any guess why ??",1,"#aapsweep #aapstorm #delhidecides @rashtrapatibhvn gifted ""constitution of india"" book to @arvindkejriwal any guess why ??"
"remember cupid at convo last year with the bomb candy bar ?  ?  if you liked that ,  you'll love next tuesday's tr http/URL",2,"remember cupid at convo last year with the bomb candy bar ? ? if you liked that , you'll love next tuesday's tr http/url"
Ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega,0,ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega
you may think you've tried them all but i'll bet you haven't tried taking on the challenge .  .  .  stop wasting time .  .  .  http/URL,2,you may think you've tried them all but i'll bet you haven't tried taking on the challenge . . . stop wasting time . . . http/url
"faisal bhaiya  ,  ye bharva bhindi ko english main kya bolte  .  .  .  . hahahahah  ,  mujhe to iske aage ki story sonch sonnch kar hansi a rahi  .  .  .  .  . :) :)",1,"faisal bhaiya , ye bharva bhindi ko english main kya bolte . . . . hahahahah , mujhe to iske aage ki story sonch sonnch kar hansi a rahi . . . . . :) :)"
i want tickets to the thursday game heat vs knicks (game 3) hmm .  .  . ,1,i want tickets to the thursday game heat vs knicks (game <NUM>) hmm . . .
"Hello salman jee, , Eid mubarak",1,"hello salman jee, , eid mubarak"
"all 49'ers fans ,  go vote for @someUSER for the 2013 pro bowl .  http/URL you may vote as many times as you like . ",1,"all <NUM>'ers fans , go vote for @someuser for the <NUM> pro bowl . http/url you may vote as many times as you like ."
"if you have a clue know who this guy is  ,  tell us  ,  we have been trying to find out too  .  .  . ",1,"if you have a clue know who this guy is , tell us , we have been trying to find out too . . ."
bhot acha ji.sb lo apne apne crush k cnfsn krte h.bt+en_suffix ye cnfsn bhot mast h ,2,bhot acha ji.sb lo apne apne crush k cnfsn krte h.bt+en_suffix ye cnfsn bhot mast h
modi 9 mahina ho gaya kaladhan kab ayega ab jada fekana mat delhi wale aap ki pol khol de hai,0,modi <NUM> mahina ho gaya kaladhan kab ayega ab jada fekana mat delhi wale aap ki pol khol de hai
yeay .  . hopefully runman ep 91 with eng sub will be out by tuesday .  .  . can't wait to watch it !  !  ! go go go yooruce willis .  .  . yoo jae suk jjang !  ! ,2,yeay . . hopefully runman ep <NUM> with eng sub will be out by tuesday . . . can't wait to watch it ! ! ! go go go yooruce willis . . . yoo jae suk jjang ! !
SALMAN bhai ap tenshan mt lo apki movei supar dupar hit hai kuch m k l or kuch b k l hai jo apni (G) mra rhey hai or jo mra rhey hai vo bhi apki movei dekey gey mgr adath hai na suleymani kida jo ghusa hai......:),2,salman bhai ap tenshan mt lo apki movei supar dupar hit hai kuch m k l or kuch b k l hai jo apni (g) mra rhey hai or jo mra rhey hai vo bhi apki movei dekey gey mgr adath hai na suleymani kida jo ghusa hai......:)
Bhai kuch to bta,1,bhai kuch to bta
Assalaam o alaikum bhai,2,assalaam o alaikum bhai
"wppi and vegas bound ,  but have to be up tomorrow at 5:30am ,  s . o . l .  .  .  . maybe catch some zz's on the plane . ",1,"wppi and vegas bound , but have to be up tomorrow at <NUM>:<NUM>am , s . o . l . . . . maybe catch some zz's on the plane ."
Mera placement hone do ,2,mera placement hone do
"in ls election u say ,   "" jeetu ya haru but i do seva of kashi ""  ,  .  .  .  .  kya bs jeetne ke liye jhooth hi bolte rhoge .  .  .  .  + vaise jo adami satta ke liye apne bachhon ki jhuthi kasam kha skta h uske liye ye choti si bat h arvind kejriwal",0,"in ls election u say , "" jeetu ya haru but i do seva of kashi "" , . . . . kya bs jeetne ke liye jhooth hi bolte rhoge . . . . + vaise jo adami satta ke liye apne bachhon ki jhuthi kasam kha skta h uske liye ye choti si bat h arvind kejriwal"
excited about the bump in ram for raspberry pi .  such a nice surprise for a monday .  : ),2,excited about the bump in ram for raspberry pi . such a nice surprise for a monday . : )
@gurmeetramrahim #msgincinemas gud morning papa ji msg dekh kar hum sab ne bahut enjoy kiya aap ko dekh kar sach main pyar hi ho gaya hai,2,@gurmeetramrahim #msgincinemas gud morning papa ji msg dekh kar hum sab ne bahut enjoy kiya aap ko dekh kar sach main pyar hi ho gaya hai
acting and nautankiyaaying me bohot bada difference hai .  :p,1,acting and nautankiyaaying me bohot bada difference hai . :p
sar in pakistanio ka kuch kijiye...... kuch pakistani log daily aapka naam lekar india walo ko gaaliya dete h,1,sar in pakistanio ka kuch kijiye...... kuch pakistani log daily aapka naam lekar india walo ko gaaliya dete h
master ke saamne bheegi billi aur baad mein sher .  .  . bahut kamina hai ye baalak :p,0,master ke saamne bheegi billi aur baad mein sher . . . bahut kamina hai ye baalak :p
4 baj gye sir,1,<NUM> baj gye sir
Han batau ,2,han batau
bhai mera rply jarur krna pehle hi bta du ;-),1,bhai mera rply jarur krna pehle hi bta du ;-)
on to the 3rd movie - acts of valor .  this time we have corn dogs . ,1,on to the <NUM>rd movie - acts of valor . this time we have corn dogs .
lol really these chip games  .  .  .  sala ye backchodi b kitni ki h,0,lol really these chip games . . . sala ye backchodi b kitni ki h
"hahaha .  .  . :d bhai mast creative banda hai tu :d and  "" mungerilaal ""  :d :p",2,"hahaha . . . :d bhai mast creative banda hai tu :d and "" mungerilaal "" :d :p"
luncher paaji as usual busy :d,1,luncher paaji as usual busy :d
dat means she iz your sistr hmmm ? kch nhe ho sakta bhul ja usse ,0,dat means she iz your sistr hmmm ? kch nhe ho sakta bhul ja usse
rt gurmeetinsa777: gurmeetramrahim #msgincinemas pitaji dayamehr rahmat kro sab ko sumti do simran ki sakti do http://t.co/cf2w0fuwoa,2,rt gurmeetinsa<NUM>: gurmeetramrahim #msgincinemas pitaji dayamehr rahmat kro sab ko sumti do simran ki sakti do http://t.co/cf<NUM>w<NUM>fuwoa
"agar aisa hota toh mein class ka champion hota ,  game khelne k chakkar mein bahut maar khayi hai :p",2,"agar aisa hota toh mein class ka champion hota , game khelne k chakkar mein bahut maar khayi hai :p"
oooo !  grandfather bas ab nahi kitna natak karoge,0,oooo ! grandfather bas ab nahi kitna natak karoge
Me tumari movie nahi dekoga jabtak ke app mujse batnahi karte,0,me tumari movie nahi dekoga jabtak ke app mujse batnahi karte
dnt gve second chance . iske kya guarrnti hai k woh dobara aisa nahe karege ! ,1,dnt gve second chance . iske kya guarrnti hai k woh dobara aisa nahe karege !
rt @insan_neha: #msg3successfulweeks wondeeeeeerrrfullll craze still maintained.,2,rt @insan_neha: #msg<NUM>successfulweeks wondeeeeeerrrfullll craze still maintained.
"gali ke bandar ye samajh na paye, ki kab gaaye hindu aur bakra musalmaan hogaye. #beefban",0,"gali ke bandar ye samajh na paye, ki kab gaaye hindu aur bakra musalmaan hogaye. #beefban"
@anmolsoni994 are...same to you kutte! india jeet gayi !!!! #wontgiveitback #indvssa,0,@anmolsoni<NUM> are...same to you kutte! india jeet gayi !!!! #wontgiveitback #indvssa
"Modi saab g,, galla da krah bnayi jayoge, k kuj kroge v..",0,"modi saab g,, galla da krah bnayi jayoge, k kuj kroge v.."
yeh bollywood badi hee ajeeb jagah hain : din mein peta pe nibandh hota hai aur raat mein #beef ka prabandh hota hai. #beefban,1,yeh bollywood badi hee ajeeb jagah hain : din mein peta pe nibandh hota hai aur raat mein #beef ka prabandh hota hai. #beefban
Sallu bhai aapka no.... chaye,1,sallu bhai aapka no.... chaye
how sweet !  (y),2,how sweet ! (y)
fact of the day; halloween night is papa john's second busiest night of the year behind super bowl sunday . ,1,fact of the day; halloween night is papa john's second busiest night of the year behind super bowl sunday .
ye kasana pehle udbilao family ke saath hi rehta tha,2,ye kasana pehle udbilao family ke saath hi rehta tha
Pyar to dkho bete ka ... paisa paisa aur sirf paisa ...... how mean ......  / ,1,pyar to dkho bete ka ... paisa paisa aur sirf paisa ...... how mean ...... /
"@someUSER @someUSER i certainly wouldn't be spending my hard earnt taking the kids to see say shels 2nd xi v us ,  clubs will fold no doubt",0,"@someuser @someuser i certainly wouldn't be spending my hard earnt taking the kids to see say shels <NUM>nd xi v us , clubs will fold no doubt"
dhanyawad dd1,1,dhanyawad dd<NUM>
amit ji ke baal safed ho gaye hain .  jawaani aane se pehle dhal gayi,0,amit ji ke baal safed ho gaye hain . jawaani aane se pehle dhal gayi
lala ki jald se jald le leni chahiye *wicket #indvspak,1,lala ki jald se jald le leni chahiye *wicket #indvspak
"welcome *""*'*'*'*'*'*bajrangibhai jaan*'*'*'*'*'*'*""*'*'*superhit movie*""*""*""*'*'*'*:welcome fance party*""*'-'*'-'*'*""*'*superr*'*'*'*'*'*'*'*:*duper*""*'*'*'*'*'*best*'*'*'*'*'*'*'*'*""*:very nice*""*'*'*:*'*bajarangi bhai *""*'*'*""*'*'*'*bajarangi bhai *'*""*""*""*'*'*'*'*bajarangi bhai*""*""*'*'*':'*:*'*hit*'*""*'*'*:hit*'*""*'*'*'*'*'*'*hit*'*'*""*'*'*'*super actor&actress*""*'*'bajrangibhai*""*'*'kareena *'*'*'*'*best *""*""*""*'*'*""*'*watch movie later-id-ul-fittar*""*'*'*'with*""*""*'*'*sallu*""*""*'*'*':'kareena *""*'*'*'*'*bajarangi bhai jaan *""*""*'*'*superstar*""*'*'*'::",2,"welcome *""*'*'*'*'*'*bajrangibhai jaan*'*'*'*'*'*'*""*'*'*superhit movie*""*""*""*'*'*'*:welcome fance party*""*'-'*'-'*'*""*'*superr*'*'*'*'*'*'*'*:*duper*""*'*'*'*'*'*best*'*'*'*'*'*'*'*'*""*:very nice*""*'*'*:*'*bajarangi bhai *""*'*'*""*'*'*'*bajarangi bhai *'*""*""*""*'*'*'*'*bajarangi bhai*""*""*'*'*':'*:*'*hit*'*""*'*'*:hit*'*""*'*'*'*'*'*'*hit*'*'*""*'*'*'*super actor&actress*""*'*'bajrangibhai*""*'*'kareena *'*'*'*'*best *""*""*""*'*'*""*'*watch movie later-id-ul-fittar*""*'*'*'with*""*""*'*'*sallu*""*""*'*'*':'kareena *""*'*'*'*'*bajarangi bhai jaan *""*""*'*'*superstar*""*'*'*'::"
"all i understand about the union budget, is that, it fails to address the issue of 'my fiscal deficit'! 😞 #unionbudget2015",0,"all i understand about the union budget, is that, it fails to address the issue of 'my fiscal deficit'! 😞 #unionbudget<NUM>"
"i wish i was out md i wanna bear on negros shit is fun  ,  going out sunday to ross snighter sunday finna pop off on twl",2,"i wish i was out md i wanna bear on negros shit is fun , going out sunday to ross snighter sunday finna pop off on twl"
wrong number hai baba ramdav,0,wrong number hai baba ramdav
